customer_id,gender,item_purchased,category,purchase_amount_(usd),location,season,subscription_status,discount_applied,promo_code_used,previous_purchases,CLV,Spending Level,loyal_customer,age_group,lifetime_value,rating_category,purchase_frequency_score
1913,Male,Sweater,Clothing,56,Colorado,Winter,0,0,0,5,280,Medium,No,Adult,280,Average,
1914,Male,Skirt,Clothing,48,Kentucky,Winter,0,0,0,29,1392,Medium,Yes,Senior,1392,Good,1.0
1915,Male,Shorts,Clothing,97,Alaska,Fall,0,0,0,40,3880,High,Yes,Adult,3880,Average,3.0
1916,Male,Backpack,Accessories,74,Alabama,Fall,0,0,0,44,3256,High,Yes,Senior,3256,Good,4.0
1917,Male,Hoodie,Clothing,50,Connecticut,Winter,0,0,0,3,150,Medium,No,Adult,150,Average,
1918,Male,Skirt,Clothing,71,Hawaii,Winter,0,0,0,35,2485,Medium,Yes,Mid-Age,2485,Average,
1919,Male,Skirt,Clothing,33,Idaho,Summer,0,0,0,33,1089,Low,Yes,Adult,1089,Good,2.0
1920,Male,Backpack,Accessories,56,Virginia,Summer,0,0,0,20,1120,Medium,No,Adult,1120,Average,
1921,Male,Blouse,Clothing,84,Connecticut,Spring,0,0,0,40,3360,High,Yes,Senior,3360,Average,
1922,Male,Shirt,Clothing,36,Michigan,Fall,0,0,0,13,468,Low,No,Senior,468,Average,1.0
1923,Male,Gloves,Accessories,63,Kentucky,Summer,0,0,0,9,567,Medium,No,Teen,567,Good,2.0
1924,Male,Sandals,Footwear,36,Nebraska,Summer,0,0,0,7,252,Low,No,Elder,252,Good,1.0
1925,Male,Jacket,Outerwear,63,Michigan,Fall,0,0,0,42,2646,Medium,Yes,Adult,2646,Good,
1926,Male,Sneakers,Footwear,32,Utah,Winter,0,0,0,44,1408,Low,Yes,Senior,1408,Average,3.0
1927,Male,Backpack,Accessories,93,New Mexico,Spring,0,0,0,6,558,High,No,Elder,558,Average,1.0
1928,Male,Pants,Clothing,29,Florida,Summer,0,0,0,8,232,Low,No,Mid-Age,232,Average,
1929,Male,Sunglasses,Accessories,92,Mississippi,Summer,0,0,0,10,920,High,No,Young Adult,920,Good,4.0
1930,Male,Jeans,Clothing,33,Hawaii,Fall,0,0,0,46,1518,Low,Yes,Senior,1518,Good,
1931,Male,Pants,Clothing,52,North Carolina,Spring,0,0,0,26,1352,Medium,Yes,Elder,1352,Average,4.0
1932,Male,Jewelry,Accessories,42,Illinois,Spring,0,0,0,6,252,Low,No,Senior,252,Average,
1933,Male,Hoodie,Clothing,36,Maryland,Spring,0,0,0,47,1692,Low,Yes,Mid-Age,1692,Good,
1934,Male,Sandals,Footwear,67,Montana,Summer,0,0,0,28,1876,Medium,Yes,Senior,1876,Good,1.0
1935,Male,Jacket,Outerwear,43,Michigan,Winter,0,0,0,23,989,Low,No,Adult,989,Average,1.0
1936,Male,Blouse,Clothing,68,North Carolina,Spring,0,0,0,45,3060,Medium,Yes,Young Adult,3060,Good,3.0
1937,Male,Jewelry,Accessories,60,Minnesota,Summer,0,0,0,44,2640,Medium,Yes,Elder,2640,Good,
1938,Male,Socks,Clothing,53,Delaware,Summer,0,0,0,11,583,Medium,No,Mid-Age,583,Good,2.0
1939,Male,Jeans,Clothing,23,Kentucky,Spring,0,0,0,39,897,Low,Yes,Senior,897,Good,
1940,Male,Gloves,Accessories,57,Ohio,Winter,0,0,0,20,1140,Medium,No,Elder,1140,Good,
1941,Male,Hat,Accessories,89,Alaska,Fall,0,0,0,48,4272,High,Yes,Senior,4272,Good,3.0
1942,Male,Shoes,Footwear,99,Vermont,Winter,0,0,0,46,4554,High,Yes,Senior,4554,Average,
1943,Male,Pants,Clothing,28,Alabama,Fall,0,0,0,22,616,Low,No,Elder,616,Average,2.0
1944,Male,Socks,Clothing,53,Wisconsin,Summer,0,0,0,45,2385,Medium,Yes,Adult,2385,Good,1.0
1945,Male,Hoodie,Clothing,45,Arkansas,Winter,0,0,0,49,2205,Low,Yes,Adult,2205,Average,
1946,Male,Hoodie,Clothing,38,Georgia,Winter,0,0,0,9,342,Low,No,Adult,342,Average,
1947,Male,Pants,Clothing,49,Louisiana,Summer,0,0,0,41,2009,Medium,Yes,Senior,2009,Good,
1948,Male,Shirt,Clothing,32,New York,Summer,0,0,0,2,64,Low,No,Senior,64,Average,2.0
1949,Male,T-shirt,Clothing,37,Connecticut,Winter,0,0,0,39,1443,Low,Yes,Senior,1443,Average,
1950,Male,Dress,Clothing,80,Nebraska,Winter,0,0,0,12,960,High,No,Elder,960,Good,
1951,Male,Backpack,Accessories,78,Arkansas,Summer,0,0,0,26,2028,High,Yes,Mid-Age,2028,Good,
1952,Male,Gloves,Accessories,53,Connecticut,Summer,0,0,0,32,1696,Medium,Yes,Adult,1696,Average,
1953,Male,Shoes,Footwear,82,Maryland,Summer,0,0,0,50,4100,High,Yes,Senior,4100,Good,
1954,Male,Skirt,Clothing,33,Colorado,Spring,0,0,0,3,99,Low,No,Young Adult,99,Good,3.0
1955,Male,Gloves,Accessories,77,Colorado,Winter,0,0,0,3,231,High,No,Adult,231,Good,
1956,Male,Hoodie,Clothing,56,Maine,Winter,0,0,0,37,2072,Medium,Yes,Senior,2072,Good,2.0
1957,Male,Socks,Clothing,37,Oklahoma,Winter,0,0,0,20,740,Low,No,Elder,740,Good,3.0
1958,Male,Gloves,Accessories,54,South Carolina,Spring,0,0,0,26,1404,Medium,Yes,Elder,1404,Good,
1959,Male,Shorts,Clothing,67,Nevada,Winter,0,0,0,47,3149,Medium,Yes,Mid-Age,3149,Average,
1960,Male,Shoes,Footwear,90,Colorado,Fall,0,0,0,7,630,High,No,Senior,630,Average,
1961,Male,Jeans,Clothing,72,Massachusetts,Summer,0,0,0,40,2880,Medium,Yes,Senior,2880,Average,1.0
1962,Male,Boots,Footwear,59,Nevada,Summer,0,0,0,45,2655,Medium,Yes,Senior,2655,Average,
1963,Male,Hat,Accessories,45,Iowa,Fall,0,0,0,20,900,Low,No,Mid-Age,900,Good,3.0
1964,Male,Shorts,Clothing,30,Michigan,Spring,0,0,0,11,330,Low,No,Senior,330,Good,4.0
1965,Male,Pants,Clothing,51,West Virginia,Summer,0,0,0,50,2550,Medium,Yes,Mid-Age,2550,Good,2.0
1966,Male,Sweater,Clothing,90,Indiana,Fall,0,0,0,25,2250,High,No,Elder,2250,Good,
1967,Male,Jacket,Outerwear,95,Indiana,Winter,0,0,0,5,475,High,No,Elder,475,Good,3.0
1968,Male,Dress,Clothing,81,Georgia,Fall,0,0,0,4,324,High,No,Mid-Age,324,Good,1.0
1969,Male,Shirt,Clothing,70,Minnesota,Spring,0,0,0,25,1750,Medium,No,Elder,1750,Good,4.0
1970,Male,Dress,Clothing,32,Louisiana,Winter,0,0,0,11,352,Low,No,Elder,352,Average,3.0
1971,Male,Belt,Accessories,94,Maryland,Spring,0,0,0,4,376,High,No,Adult,376,Average,
1972,Male,Hat,Accessories,29,Pennsylvania,Spring,0,0,0,1,29,Low,No,Senior,29,Average,2.0
1973,Male,Backpack,Accessories,31,Louisiana,Summer,0,0,0,48,1488,Low,Yes,Senior,1488,Average,
1974,Male,Skirt,Clothing,20,Maryland,Fall,0,0,0,9,180,Low,No,Young Adult,180,Good,
1975,Male,Gloves,Accessories,44,Tennessee,Winter,0,0,0,2,88,Low,No,Adult,88,Good,3.0
1976,Male,Jacket,Outerwear,77,Illinois,Fall,0,0,0,4,308,High,No,Senior,308,Average,
1977,Male,Handbag,Accessories,51,Wyoming,Spring,0,0,0,43,2193,Medium,Yes,Adult,2193,Average,3.0
1978,Male,Sandals,Footwear,49,Florida,Summer,0,0,0,32,1568,Medium,Yes,Young Adult,1568,Average,1.0
1979,Male,Sunglasses,Accessories,78,Massachusetts,Spring,0,0,0,1,78,High,No,Mid-Age,78,Good,
1980,Male,Jeans,Clothing,98,Tennessee,Spring,0,0,0,38,3724,High,Yes,Senior,3724,Average,3.0
1981,Male,Sandals,Footwear,94,Iowa,Winter,0,0,0,25,2350,High,No,Senior,2350,Good,3.0
1982,Male,Shoes,Footwear,91,Michigan,Summer,0,0,0,42,3822,High,Yes,Elder,3822,Good,
1983,Male,Sunglasses,Accessories,77,Kansas,Summer,0,0,0,32,2464,High,Yes,Mid-Age,2464,Average,2.0
1984,Male,Scarf,Accessories,97,Georgia,Summer,0,0,0,21,2037,High,No,Senior,2037,Average,
1985,Male,Skirt,Clothing,58,West Virginia,Summer,0,0,0,26,1508,Medium,Yes,Adult,1508,Average,3.0
1986,Male,Gloves,Accessories,97,Tennessee,Spring,0,0,0,6,582,High,No,Young Adult,582,Good,3.0
1987,Male,Coat,Outerwear,48,Arkansas,Summer,0,0,0,14,672,Medium,No,Elder,672,Average,
1988,Male,Belt,Accessories,23,Vermont,Summer,0,0,0,4,92,Low,No,Elder,92,Average,
1989,Male,Pants,Clothing,79,Virginia,Winter,0,0,0,26,2054,High,Yes,Senior,2054,Good,4.0
1990,Male,Jewelry,Accessories,42,Maryland,Spring,0,0,0,39,1638,Low,Yes,Adult,1638,Good,
1991,Male,Backpack,Accessories,95,Connecticut,Spring,0,0,0,15,1425,High,No,Adult,1425,Average,1.0
1992,Male,Sneakers,Footwear,29,Missouri,Summer,0,0,0,1,29,Low,No,Senior,29,Good,
1993,Male,Hoodie,Clothing,98,New Jersey,Winter,0,0,0,28,2744,High,Yes,Adult,2744,Good,2.0
1994,Male,Blouse,Clothing,96,Arkansas,Spring,0,0,0,17,1632,High,No,Adult,1632,Good,4.0
1995,Male,Sunglasses,Accessories,66,Nevada,Fall,0,0,0,24,1584,Medium,No,Adult,1584,Average,4.0
1996,Male,Boots,Footwear,80,Missouri,Spring,0,0,0,29,2320,High,Yes,Elder,2320,Average,
1997,Male,Sneakers,Footwear,27,South Dakota,Summer,0,0,0,18,486,Low,No,Elder,486,Average,
1998,Male,Backpack,Accessories,25,Connecticut,Fall,0,0,0,10,250,Low,No,Mid-Age,250,Good,
1999,Male,Pants,Clothing,45,Vermont,Fall,0,0,0,19,855,Low,No,Young Adult,855,Average,
2000,Male,Socks,Clothing,89,Tennessee,Winter,0,0,0,26,2314,High,Yes,Mid-Age,2314,Good,2.0
2001,Male,Belt,Accessories,27,California,Winter,0,0,0,25,675,Low,No,Adult,675,Good,
2002,Male,Sunglasses,Accessories,90,Wyoming,Winter,0,0,0,2,180,High,No,Senior,180,Average,3.0
2003,Male,Shirt,Clothing,65,New York,Summer,0,0,0,19,1235,Medium,No,Adult,1235,Average,
2004,Male,Sneakers,Footwear,72,Maine,Spring,0,0,0,32,2304,Medium,Yes,Elder,2304,Average,
2005,Male,Shoes,Footwear,70,Georgia,Fall,0,0,0,13,910,Medium,No,Mid-Age,910,Average,
2006,Male,Sandals,Footwear,82,Tennessee,Winter,0,0,0,30,2460,High,Yes,Teen,2460,Average,3.0
2007,Male,Scarf,Accessories,97,New Mexico,Fall,0,0,0,2,194,High,No,Senior,194,Good,1.0
2008,Male,Shirt,Clothing,25,Virginia,Summer,0,0,0,8,200,Low,No,Adult,200,Average,
2009,Male,Skirt,Clothing,48,Florida,Spring,0,0,0,27,1296,Medium,Yes,Senior,1296,Poor,
2010,Male,Boots,Footwear,99,Alabama,Summer,0,0,0,26,2574,High,Yes,Mid-Age,2574,Good,
2011,Male,Sweater,Clothing,21,Texas,Summer,0,0,0,3,63,Low,No,Young Adult,63,Good,
2012,Male,Sandals,Footwear,94,West Virginia,Spring,0,0,0,4,376,High,No,Senior,376,Good,2.0
2013,Male,Jeans,Clothing,53,Nevada,Fall,0,0,0,5,265,Medium,No,Senior,265,Average,3.0
2014,Male,Backpack,Accessories,70,Virginia,Winter,0,0,0,25,1750,Medium,No,Mid-Age,1750,Good,
2015,Male,Skirt,Clothing,26,Wisconsin,Summer,0,0,0,47,1222,Low,Yes,Senior,1222,Good,
2016,Male,Belt,Accessories,82,Virginia,Summer,0,0,0,8,656,High,No,Senior,656,Good,3.0
2017,Male,Shoes,Footwear,47,Maine,Winter,0,0,0,20,940,Medium,No,Senior,940,Average,3.0
2018,Male,Socks,Clothing,32,Massachusetts,Winter,0,0,0,42,1344,Low,Yes,Elder,1344,Good,
2019,Male,Backpack,Accessories,97,Arkansas,Fall,0,0,0,20,1940,High,No,Senior,1940,Good,4.0
2020,Male,Shirt,Clothing,68,Idaho,Winter,0,0,0,23,1564,Medium,No,Adult,1564,Good,3.0
2021,Male,Sweater,Clothing,23,Pennsylvania,Winter,0,0,0,26,598,Low,Yes,Mid-Age,598,Good,
2022,Male,Handbag,Accessories,33,Maine,Winter,0,0,0,48,1584,Low,Yes,Elder,1584,Good,
2023,Male,Jewelry,Accessories,38,Alabama,Winter,0,0,0,16,608,Low,No,Senior,608,Good,
2024,Male,Socks,Clothing,68,Idaho,Winter,0,0,0,28,1904,Medium,Yes,Senior,1904,Good,
2025,Male,Socks,Clothing,23,Arkansas,Fall,0,0,0,39,897,Low,Yes,Elder,897,Good,4.0
2026,Male,Shirt,Clothing,29,Delaware,Summer,0,0,0,43,1247,Low,Yes,Mid-Age,1247,Average,3.0
2027,Male,Scarf,Accessories,35,Maine,Winter,0,0,0,45,1575,Low,Yes,Mid-Age,1575,Good,
2028,Male,Shoes,Footwear,73,Nebraska,Fall,0,0,0,50,3650,Medium,Yes,Senior,3650,Good,
2029,Male,Shoes,Footwear,84,Ohio,Fall,0,0,0,10,840,High,No,Adult,840,Good,
2030,Male,Scarf,Accessories,23,Montana,Spring,0,0,0,40,920,Low,Yes,Young Adult,920,Good,
2031,Male,Sunglasses,Accessories,67,New Mexico,Summer,0,0,0,38,2546,Medium,Yes,Elder,2546,Average,2.0
2032,Male,Socks,Clothing,51,North Carolina,Spring,0,0,0,2,102,Medium,No,Young Adult,102,Good,2.0
2033,Male,Blouse,Clothing,36,South Carolina,Winter,0,0,0,13,468,Low,No,Senior,468,Good,1.0
2034,Male,Jeans,Clothing,55,Illinois,Summer,0,0,0,33,1815,Medium,Yes,Senior,1815,Good,1.0
2035,Male,Shorts,Clothing,30,Alabama,Spring,0,0,0,27,810,Low,Yes,Elder,810,Average,2.0
2036,Male,T-shirt,Clothing,70,Oklahoma,Summer,0,0,0,43,3010,Medium,Yes,Senior,3010,Good,4.0
2037,Male,Blouse,Clothing,63,Minnesota,Winter,0,0,0,46,2898,Medium,Yes,Mid-Age,2898,Average,4.0
2038,Male,Belt,Accessories,87,Illinois,Summer,0,0,0,7,609,High,No,Mid-Age,609,Good,
2039,Male,Blouse,Clothing,70,Arkansas,Spring,0,0,0,35,2450,Medium,Yes,Senior,2450,Good,3.0
2040,Male,T-shirt,Clothing,51,Minnesota,Spring,0,0,0,31,1581,Medium,Yes,Adult,1581,Average,
2041,Male,Jewelry,Accessories,25,South Carolina,Spring,0,0,0,42,1050,Low,Yes,Elder,1050,Average,
2042,Male,Jacket,Outerwear,32,New York,Winter,0,0,0,14,448,Low,No,Elder,448,Average,
2043,Male,Shoes,Footwear,52,Alabama,Spring,0,0,0,35,1820,Medium,Yes,Young Adult,1820,Good,2.0
2044,Male,Gloves,Accessories,33,New York,Summer,0,0,0,49,1617,Low,Yes,Senior,1617,Average,4.0
2045,Male,Jeans,Clothing,68,Missouri,Spring,0,0,0,17,1156,Medium,No,Senior,1156,Average,3.0
2046,Male,Jewelry,Accessories,20,Georgia,Fall,0,0,0,26,520,Low,Yes,Adult,520,Good,
2047,Male,Pants,Clothing,32,Oklahoma,Winter,0,0,0,30,960,Low,Yes,Mid-Age,960,Average,
2048,Male,Jewelry,Accessories,82,Connecticut,Summer,0,0,0,32,2624,High,Yes,Senior,2624,Average,1.0
2049,Male,Sneakers,Footwear,64,Michigan,Winter,0,0,0,35,2240,Medium,Yes,Mid-Age,2240,Good,
2050,Male,Boots,Footwear,24,Rhode Island,Fall,0,0,0,15,360,Low,No,Elder,360,Average,1.0
2051,Male,Hat,Accessories,96,Mississippi,Summer,0,0,0,10,960,High,No,Adult,960,Average,1.0
2052,Male,T-shirt,Clothing,94,Massachusetts,Spring,0,0,0,14,1316,High,No,Elder,1316,Good,2.0
2053,Male,Backpack,Accessories,48,New Hampshire,Winter,0,0,0,30,1440,Medium,Yes,Mid-Age,1440,Good,1.0
2054,Male,Sunglasses,Accessories,60,Wyoming,Spring,0,0,0,16,960,Medium,No,Young Adult,960,Good,3.0
2055,Male,Sweater,Clothing,56,New Jersey,Spring,0,0,0,14,784,Medium,No,Elder,784,Average,1.0
2056,Male,Handbag,Accessories,33,Texas,Fall,0,0,0,28,924,Low,Yes,Adult,924,Average,4.0
2057,Male,Backpack,Accessories,46,Minnesota,Spring,0,0,0,29,1334,Medium,Yes,Senior,1334,Good,2.0
2058,Male,Socks,Clothing,37,South Dakota,Spring,0,0,0,5,185,Low,No,Elder,185,Good,
2059,Male,Shirt,Clothing,98,Washington,Winter,0,0,0,17,1666,High,No,Adult,1666,Average,
2060,Male,Shorts,Clothing,50,California,Spring,0,0,0,50,2500,Medium,Yes,Senior,2500,Good,4.0
2061,Male,Belt,Accessories,63,Wisconsin,Fall,0,0,0,23,1449,Medium,No,Young Adult,1449,Average,
2062,Male,Sweater,Clothing,70,Michigan,Summer,0,0,0,22,1540,Medium,No,Adult,1540,Average,1.0
2063,Male,Coat,Outerwear,63,South Carolina,Fall,0,0,0,15,945,Medium,No,Senior,945,Average,
2064,Male,Shorts,Clothing,86,Indiana,Fall,0,0,0,32,2752,High,Yes,Elder,2752,Average,2.0
2065,Male,Shoes,Footwear,99,Arkansas,Summer,0,0,0,5,495,High,No,Adult,495,Good,2.0
2066,Male,Sneakers,Footwear,40,Oregon,Spring,0,0,0,6,240,Low,No,Adult,240,Average,
2067,Male,Sneakers,Footwear,92,Illinois,Fall,0,0,0,44,4048,High,Yes,Elder,4048,Good,3.0
2068,Male,Pants,Clothing,21,Maryland,Fall,0,0,0,23,483,Low,No,Senior,483,Average,3.0
2069,Male,Jewelry,Accessories,81,Vermont,Summer,0,0,0,44,3564,High,Yes,Elder,3564,Good,2.0
2070,Male,T-shirt,Clothing,82,Texas,Fall,0,0,0,3,246,High,No,Mid-Age,246,Average,
2071,Male,Jewelry,Accessories,88,Nebraska,Spring,0,0,0,14,1232,High,No,Senior,1232,Average,2.0
2072,Male,Jacket,Outerwear,100,South Carolina,Fall,0,0,0,37,3700,High,Yes,Elder,3700,Good,
2073,Male,Backpack,Accessories,66,Massachusetts,Winter,0,0,0,22,1452,Medium,No,Mid-Age,1452,Good,4.0
2074,Male,Belt,Accessories,25,Texas,Winter,0,0,0,2,50,Low,No,Mid-Age,50,Average,
2075,Male,Scarf,Accessories,53,Florida,Summer,0,0,0,44,2332,Medium,Yes,Mid-Age,2332,Average,3.0
2076,Male,Sweater,Clothing,28,South Carolina,Fall,0,0,0,49,1372,Low,Yes,Senior,1372,Good,2.0
2077,Male,Gloves,Accessories,23,Florida,Fall,0,0,0,22,506,Low,No,Senior,506,Good,
2078,Male,Scarf,Accessories,34,Nebraska,Fall,0,0,0,26,884,Low,Yes,Elder,884,Average,1.0
2079,Male,Dress,Clothing,42,Hawaii,Spring,0,0,0,40,1680,Low,Yes,Senior,1680,Average,4.0
2080,Male,Jeans,Clothing,24,Montana,Summer,0,0,0,16,384,Low,No,Adult,384,Average,
2081,Male,Sunglasses,Accessories,47,South Dakota,Fall,0,0,0,17,799,Medium,No,Adult,799,Average,
2082,Male,Coat,Outerwear,78,Alabama,Spring,0,0,0,48,3744,High,Yes,Young Adult,3744,Good,
2083,Male,Jeans,Clothing,89,Arkansas,Summer,0,0,0,28,2492,High,Yes,Mid-Age,2492,Average,
2084,Male,Scarf,Accessories,59,Mississippi,Fall,0,0,0,26,1534,Medium,Yes,Mid-Age,1534,Average,3.0
2085,Male,Blouse,Clothing,94,Vermont,Summer,0,0,0,43,4042,High,Yes,Adult,4042,Good,
2086,Male,Jeans,Clothing,49,New York,Fall,0,0,0,38,1862,Medium,Yes,Elder,1862,Good,4.0
2087,Male,Dress,Clothing,89,North Dakota,Summer,0,0,0,36,3204,High,Yes,Elder,3204,Good,
2088,Male,Hat,Accessories,91,Wisconsin,Summer,0,0,0,1,91,High,No,Senior,91,Good,4.0
2089,Male,Sandals,Footwear,89,California,Spring,0,0,0,49,4361,High,Yes,Mid-Age,4361,Good,1.0
2090,Male,Jacket,Outerwear,57,Maryland,Spring,0,0,0,41,2337,Medium,Yes,Mid-Age,2337,Good,
2091,Male,Socks,Clothing,71,Massachusetts,Winter,0,0,0,21,1491,Medium,No,Senior,1491,Average,2.0
2092,Male,Jeans,Clothing,97,Washington,Fall,0,0,0,24,2328,High,No,Adult,2328,Average,
2093,Male,Sandals,Footwear,45,Minnesota,Fall,0,0,0,27,1215,Low,Yes,Mid-Age,1215,Average,4.0
2094,Male,Dress,Clothing,91,Washington,Spring,0,0,0,4,364,High,No,Young Adult,364,Good,1.0
2095,Male,Socks,Clothing,25,South Carolina,Spring,0,0,0,19,475,Low,No,Senior,475,Average,1.0
2096,Male,Hoodie,Clothing,63,New Mexico,Fall,0,0,0,1,63,Medium,No,Mid-Age,63,Good,3.0
2097,Male,Dress,Clothing,52,North Carolina,Summer,0,0,0,27,1404,Medium,Yes,Young Adult,1404,Good,1.0
2098,Male,Sneakers,Footwear,43,Iowa,Winter,0,0,0,5,215,Low,No,Adult,215,Good,4.0
2099,Male,T-shirt,Clothing,28,Louisiana,Summer,0,0,0,20,560,Low,No,Senior,560,Average,
2100,Male,T-shirt,Clothing,78,Oklahoma,Summer,0,0,0,50,3900,High,Yes,Adult,3900,Average,1.0
2101,Male,Sweater,Clothing,31,Michigan,Spring,0,0,0,36,1116,Low,Yes,Elder,1116,Good,3.0
2102,Male,Shirt,Clothing,23,Oregon,Winter,0,0,0,12,276,Low,No,Senior,276,Good,
2103,Male,Hat,Accessories,25,Idaho,Spring,0,0,0,23,575,Low,No,Young Adult,575,Good,2.0
2104,Male,Pants,Clothing,86,Indiana,Summer,0,0,0,21,1806,High,No,Adult,1806,Good,4.0
2105,Male,Shoes,Footwear,88,New Mexico,Spring,0,0,0,47,4136,High,Yes,Senior,4136,Average,4.0
2106,Male,Gloves,Accessories,35,South Carolina,Spring,0,0,0,38,1330,Low,Yes,Elder,1330,Good,
2107,Male,Jewelry,Accessories,34,Vermont,Fall,0,0,0,40,1360,Low,Yes,Senior,1360,Good,
2108,Male,Pants,Clothing,75,Delaware,Winter,0,0,0,35,2625,High,Yes,Senior,2625,Average,
2109,Male,Hoodie,Clothing,46,North Dakota,Winter,0,0,0,4,184,Medium,No,Senior,184,Good,
2110,Male,Jewelry,Accessories,31,California,Fall,0,0,0,28,868,Low,Yes,Senior,868,Average,
2111,Male,Socks,Clothing,93,Montana,Spring,0,0,0,36,3348,High,Yes,Senior,3348,Good,
2112,Male,Sunglasses,Accessories,85,Missouri,Spring,0,0,0,15,1275,High,No,Mid-Age,1275,Average,1.0
2113,Male,Belt,Accessories,68,Tennessee,Fall,0,0,0,7,476,Medium,No,Mid-Age,476,Good,3.0
2114,Male,Dress,Clothing,40,Virginia,Spring,0,0,0,29,1160,Low,Yes,Elder,1160,Average,
2115,Male,Shirt,Clothing,51,Vermont,Winter,0,0,0,12,612,Medium,No,Mid-Age,612,Average,1.0
2116,Male,Scarf,Accessories,85,Rhode Island,Winter,0,0,0,16,1360,High,No,Mid-Age,1360,Average,
2117,Male,Jacket,Outerwear,23,Kansas,Summer,0,0,0,50,1150,Low,Yes,Elder,1150,Average,
2118,Male,Dress,Clothing,28,Colorado,Summer,0,0,0,11,308,Low,No,Adult,308,Good,1.0
2119,Male,Socks,Clothing,44,Georgia,Fall,0,0,0,28,1232,Low,Yes,Senior,1232,Good,
2120,Male,Jewelry,Accessories,57,Nebraska,Spring,0,0,0,36,2052,Medium,Yes,Senior,2052,Average,
2121,Male,Scarf,Accessories,98,Missouri,Fall,0,0,0,38,3724,High,Yes,Senior,3724,Average,
2122,Male,Backpack,Accessories,68,Alaska,Winter,0,0,0,32,2176,Medium,Yes,Mid-Age,2176,Average,2.0
2123,Male,Jacket,Outerwear,36,Virginia,Fall,0,0,0,42,1512,Low,Yes,Adult,1512,Good,4.0
2124,Male,Coat,Outerwear,71,Nebraska,Spring,0,0,0,22,1562,Medium,No,Senior,1562,Good,
2125,Male,Skirt,Clothing,60,Rhode Island,Fall,0,0,0,22,1320,Medium,No,Senior,1320,Good,
2126,Male,Coat,Outerwear,87,New Hampshire,Fall,0,0,0,31,2697,High,Yes,Senior,2697,Good,
2127,Male,Shoes,Footwear,38,Alabama,Winter,0,0,0,28,1064,Low,Yes,Elder,1064,Good,2.0
2128,Male,Boots,Footwear,45,North Carolina,Spring,0,0,0,40,1800,Low,Yes,Elder,1800,Good,4.0
2129,Male,Coat,Outerwear,47,New Mexico,Fall,0,0,0,21,987,Medium,No,Elder,987,Average,4.0
2130,Male,Skirt,Clothing,57,Minnesota,Fall,0,0,0,12,684,Medium,No,Mid-Age,684,Average,
2131,Male,Backpack,Accessories,68,Arizona,Summer,0,0,0,33,2244,Medium,Yes,Young Adult,2244,Good,1.0
2132,Male,Shorts,Clothing,52,Montana,Fall,0,0,0,9,468,Medium,No,Young Adult,468,Good,3.0
2133,Male,Skirt,Clothing,87,Vermont,Fall,0,0,0,15,1305,High,No,Young Adult,1305,Good,4.0
2134,Male,Hat,Accessories,34,Maine,Summer,0,0,0,13,442,Low,No,Young Adult,442,Good,1.0
2135,Male,Sandals,Footwear,41,Virginia,Winter,0,0,0,35,1435,Low,Yes,Senior,1435,Average,3.0
2136,Male,Sunglasses,Accessories,94,California,Winter,0,0,0,1,94,High,No,Adult,94,Good,
2137,Male,Sunglasses,Accessories,93,New York,Summer,0,0,0,25,2325,High,No,Senior,2325,Average,3.0
2138,Male,Socks,Clothing,51,Indiana,Winter,0,0,0,20,1020,Medium,No,Adult,1020,Good,
2139,Male,Sweater,Clothing,42,Mississippi,Fall,0,0,0,36,1512,Low,Yes,Elder,1512,Average,
2140,Male,Boots,Footwear,95,New York,Winter,0,0,0,33,3135,High,Yes,Mid-Age,3135,Average,4.0
2141,Male,Handbag,Accessories,90,New Mexico,Fall,0,0,0,36,3240,High,Yes,Senior,3240,Good,3.0
2142,Male,Dress,Clothing,98,Kentucky,Winter,0,0,0,32,3136,High,Yes,Young Adult,3136,Good,1.0
2143,Male,Hat,Accessories,39,North Dakota,Winter,0,0,0,21,819,Low,No,Senior,819,Good,
2144,Male,Sandals,Footwear,66,Arkansas,Fall,0,0,0,48,3168,Medium,Yes,Senior,3168,Good,
2145,Male,Shoes,Footwear,23,Maryland,Winter,0,0,0,25,575,Low,No,Senior,575,Good,
2146,Male,Skirt,Clothing,73,Connecticut,Winter,0,0,0,32,2336,Medium,Yes,Mid-Age,2336,Good,1.0
2147,Male,Sunglasses,Accessories,23,Utah,Summer,0,0,0,45,1035,Low,Yes,Senior,1035,Good,
2148,Male,Skirt,Clothing,43,Missouri,Fall,0,0,0,4,172,Low,No,Senior,172,Good,3.0
2149,Male,T-shirt,Clothing,45,Nebraska,Winter,0,0,0,19,855,Low,No,Young Adult,855,Good,
2150,Male,Sandals,Footwear,21,Hawaii,Winter,0,0,0,1,21,Low,No,Mid-Age,21,Good,4.0
2151,Male,Shirt,Clothing,40,Illinois,Spring,0,0,0,12,480,Low,No,Senior,480,Average,4.0
2152,Male,Jeans,Clothing,58,Vermont,Fall,0,0,0,18,1044,Medium,No,Elder,1044,Average,2.0
2153,Male,Shorts,Clothing,48,New Jersey,Summer,0,0,0,43,2064,Medium,Yes,Mid-Age,2064,Good,
2154,Male,Shirt,Clothing,94,Kentucky,Fall,0,0,0,31,2914,High,Yes,Adult,2914,Good,1.0
2155,Male,Scarf,Accessories,74,Wyoming,Spring,0,0,0,33,2442,High,Yes,Senior,2442,Average,
2156,Male,Handbag,Accessories,51,Hawaii,Fall,0,0,0,46,2346,Medium,Yes,Adult,2346,Good,2.0
